case_id,cores,current_fixed_run,screenshot_display,numeric_difference
060,4,4.009116251375783,4.07,-0.060883748624217304
061,4,3.9113757284013175,3.49,0.4213757284013173
062,4,3.4064900662251656,3.35,0.0564900662251655
063,4,3.6429621612791245,3.15,0.4929621612791246
064,4,2.724629418472064,1.2,1.524629418472064
065,4,4.258727228954338,3.75,0.5087272289543376
066,4,4.045767982693348,2.32,1.7257679826933479
067,4,4.2091909028489045,4.04,0.16919090284890448
068,4,3.071595198710608,1.88,1.191595198710608
069,4,2.6834578441835646,1.37,1.3134578441835645
070,4,3.877814142616285,3.67,0.20781414261628495
071,4,2.5205169197974953,1.4,1.1205169197974953
072,4,4.095030477335459,4.03,0.06503047733545841
073,4,4.314419992399629,4.16,0.154419992399629
074,4,4.16007586979477,4.06,0.10007586979477079
075,4,4.034668606847532,2.54,1.494668606847532
076,4,4.068312861685152,4.02,0.0483128616851527
077,4,3.610914684376663,3.88,-0.2690853156233368
078,4,4.252329283130823,3.71,0.5423292831308233
079,4,4.083656013020461,4.18,-0.09634398697953905
080,4,3.5144843847745535,3.0,0.5144843847745535
081,4,3.8008613566367027,3.83,-0.029138643363297412
082,4,4.299562912564624,2.52,1.7795629125646237
083,4,4.622155913602684,3.9,0.7221559136026845
084,4,7.885240952488773,6.37,1.5152409524887727
085,4,4.604042673953262,2.7,1.9040426739532617
086,4,3.4137642717102987,1.24,2.173764271710299
087,4,4.231854411474999,3.83,0.4018544114749991
088,4,2.9310498327678722,1.9,1.0310498327678723
089,4,4.626288246916217,3.89,0.7362882469162169
090,4,3.9814403103080105,3.09,0.8914403103080106
091,4,4.059867201396484,3.97,0.08986720139648385
092,4,4.856131837635281,4.38,0.4761318376352808
093,4,3.7585473332320314,3.75,0.008547333232031384
094,4,3.7621218728937875,3.89,-0.1278781271062126
095,4,7.730668258641531,4.37,3.360668258641531
096,4,4.932567812994317,3.12,1.8125678129943168
097,4,4.37453805005733,4.45,-0.07546194994267008
098,4,3.92093167152833,2.35,1.5709316715283301
099,4,4.018080133886572,4.0,0.01808013388657237
100,4,4.2271761614580425,2.6,1.6271761614580424
001,5,4.9073723211654245,4.91,-0.0026276788345755975
