case,cores,baseline_cycles,cache_cycles,no_cache_cycles,cache_speedup,no_cache_speedup,cache_gain,attempt_id,revision
082,5,721041.0,139941.0,141365.0,5.152464252792248,5.100562373996392,1.0101757169092689,q3-witness-full500-20260925-s59-s10-P3-082-k5-unified-attention-witness-e0,2
084,5,2507412.0,254640.0,254640.0,9.84688972667295,9.84688972667295,1.0,q3-witness-full500-20260925-s59-s10-P3-084-k5-unified-attention-witness-e0,2
086,5,118403.0,32662.0,40650.0,3.625099504010777,2.9127429274292744,1.244565550180638,q3-witness-full500-20260925-s59-s10-P3-086-k5-unified-attention-witness-e0,2
088,5,243623.0,85789.0,97305.0,2.839792980452039,2.5037048455886133,1.134236324004243,q3-witness-full500-20260925-s59-s10-P3-088-k5-unified-attention-witness-e0,2
090,5,1178363.0,283714.0,305364.0,4.153348089977936,3.858879894159102,1.0763092409962145,q3-witness-full500-20260925-s59-s10-P3-090-k5-unified-attention-witness-e0,2
092,5,4815554.0,828965.0,831349.0,5.809116187052529,5.792457800514585,1.0028758753385245,q3-witness-full500-20260925-s59-s10-P3-092-k5-unified-attention-witness-e0,2
094,5,94892.0,23168.0,23168.0,4.09582182320442,4.09582182320442,1.0,q3-witness-full500-20260925-s59-s10-P3-094-k5-unified-attention-witness-e0,2
096,5,84194.0,18812.0,20961.0,4.475547522857751,4.016697676637565,1.1142355943015096,q3-witness-full500-20260925-s59-s10-P3-096-k5-unified-attention-witness-e0,2
098,5,177430.0,40143.0,47113.0,4.419948683456642,3.7660518328274573,1.1736292753406572,q3-witness-full500-20260925-s59-s10-P3-098-k5-unified-attention-witness-e0,2
100,5,151223.0,33676.0,41858.0,4.490527378548522,3.6127621959959866,1.2429623470720987,q3-witness-full500-20260925-s59-s10-P3-100-k5-unified-attention-witness-e0,2
