case_id,cores,old_makespan,calendar_makespan,baseline_makespan,old_speedup,calendar_speedup,m_change,old_solver_wall_s,calendar_solver_wall_s,old_extra_ddr_bytes,calendar_extra_ddr_bytes,old_spill_bytes,calendar_spill_bytes,old_cache_hit_rate,calendar_cache_hit_rate
054,2,321379,314005,815051,2.536105346024476,2.595662489450805,improved,3.6906575839966536,7.735903749999125,3679986,2425038,0,0,0.05251570283428035,0.06738931938206406
054,3,256363,217923,815051,3.1792848421964166,3.74008709498309,improved,3.8309907090151682,6.982313958986197,4804140,4053420,0,0,0.14307918953575882,0.15602155426296638
054,4,197512,170548,815051,4.126589776823686,4.779012360156671,improved,3.872037791996263,9.386928708991036,6114078,4478522,0,0,0.17893056677085112,0.21004940724057766
054,5,168451,145966,815051,4.838504965835762,5.583841442527712,improved,3.7672233750054147,9.276314958027797,6687012,5204640,0,0,0.24547861300190785,0.2736806588412586
055,1,70981,70981,118835,1.6741804144771135,1.6741804144771135,equal,0.45363779200124554,0.5523759579809848,159820,159820,159820,159820,0.1453440539993534,0.1453440539993534
055,2,38646,38646,118835,3.074962479946178,3.074962479946178,equal,0.47345283298636787,0.6387316249893047,563608,563608,0,0,0.28454877290350145,0.28454877290350145
055,3,31699,31699,118835,3.7488564308022334,3.7488564308022334,equal,0.5248027500056196,0.6800946249859408,896074,896074,0,0,0.35697864323483486,0.35697864323483486
055,4,25738,25738,118835,4.6171031160152305,4.6171031160152305,equal,0.5828119580110069,0.6777221669908613,981646,981646,0,0,0.4217098209573753,0.4217098209573753
055,5,23526,23526,118835,5.051219926889399,5.051219926889399,equal,0.6195261660031974,0.726328624994494,115712,115712,0,0,0.13397284071842072,0.13397284071842072
056,1,246016,246016,277285,1.127101489334027,1.127101489334027,equal,1.7168295829906128,1.9407530830067117,89088,89088,89088,89088,0.07411964822120083,0.07411964822120083
056,2,124997,124302,277285,2.2183332399977598,2.230736432237615,improved,1.4488311249879189,2.9229229999764357,677428,593934,0,0,0.14253617088964152,0.1481358462532992
056,3,89839,83591,277285,3.0864657887999645,3.317163330980608,improved,1.2825048329832498,2.878449665993685,1082886,931846,0,0,0.27468553760147035,0.3105661998993795
056,4,71377,66638,277285,3.884794821861384,4.161064257630781,improved,1.558811875001993,3.70748983300291,1362258,1232924,0,0,0.37709885952175826,0.3835762364147548
056,5,65408,61618,277285,4.239313233855186,4.500064916095946,improved,1.489570250007091,4.223557083983906,1516900,1433932,0,0,0.41282723380443465,0.45694031904495286
057,1,51663,51663,59726,1.1560691403906083,1.1560691403906083,equal,0.3539596250047907,0.4886122919851914,204874,204874,204874,204874,0.29440604810355747,0.29440604810355747
057,2,25891,25891,59726,2.306824765362481,2.306824765362481,equal,0.405321416008519,0.5106743339856621,322788,322788,0,0,0.3769942019444182,0.3769942019444182
057,3,18243,18243,59726,3.2739132818067205,3.2739132818067205,equal,0.4312217920087278,0.5210987080063205,588658,588658,0,0,0.49426488909254934,0.49426488909254934
057,4,15351,15351,59726,3.8906911601850043,3.8906911601850043,equal,0.4561952090007253,0.5487162909994368,770800,770800,0,0,0.5070460261312286,0.5070460261312286
057,5,14610,14610,59726,4.088021902806297,4.088021902806297,equal,0.4899037500144914,0.6709748749854043,828068,828068,0,0,0.47682366296469764,0.47682366296469764
058,1,4465061,4465061,4539717,1.016720040330916,1.016720040330916,equal,9.807833749975543,10.446708457981003,60391424,60391424,60391424,60391424,0.0,0.0
058,2,2244734,2244734,4539717,2.0223852803940243,2.0223852803940243,equal,6.69132687500678,6.448620042006951,62840832,62840832,56217600,56217600,0.07632703309435875,0.07632703309435875
058,3,1670803,1670803,4539717,2.7170869336480723,2.7170869336480723,equal,6.004759458010085,5.536759667011211,70705152,70705152,61513728,61513728,0.0,0.0
058,4,1195824,1195824,4539717,3.796308654116325,3.796308654116325,equal,6.437133958010236,7.381899874977535,68321280,68321280,48451584,48451584,0.19487179487179487,0.19487179487179487
058,5,1486031,1486031,4539717,3.054927521700422,3.054927521700422,equal,6.025477499992121,6.21804870798951,77713408,77713408,59330560,59330560,0.0,0.0
059,1,765830,765830,829473,1.0831032996879202,1.0831032996879202,equal,0.6329312089947052,0.7875754169945139,1970176,1970176,1970176,1970176,0.6456375838926175,0.6456375838926175
059,2,369318,369318,829473,2.2459587672412393,2.2459587672412393,equal,0.5800350829958916,0.6637987080030143,360448,360448,0,0,0.0,0.0
059,3,259753,259753,829473,3.193314417927801,3.193314417927801,equal,0.6020820830017328,0.6948752089811023,3022848,3022848,860160,860160,0.7170658682634731,0.7170658682634731
059,4,185216,185216,829473,4.478408992743607,4.478408992743607,equal,0.520094458013773,0.631613917008508,1081344,1081344,0,0,0.0,0.0
059,5,150736,150736,829473,5.502819498991615,5.502819498991615,equal,0.5870727910078131,0.7372635419887956,4325376,4325376,0,0,0.7821969696969697,0.7821969696969697
060,1,746296,746296,888789,1.1909336241920097,1.1909336241920097,equal,2.493057415995281,2.5824103750055656,8304798,8304798,8304798,8304798,0.2045414808542475,0.2045414808542475
060,2,405081,405081,888789,2.1941019203566694,2.1941019203566694,equal,2.20499920801376,2.2294920830172487,9329158,9329158,2112576,2112576,0.1271115832742772,0.1271115832742772
060,3,288958,288958,888789,3.075841471770984,3.075841471770984,equal,2.8259977079869714,2.3317630410019774,3955840,3955840,1672192,1672192,0.5376785873356311,0.5376785873356311
060,4,221692,221692,888789,4.009116251375783,4.009116251375783,equal,2.996331917005591,3.078867917007301,4322560,4322560,1383424,1383424,0.5403139994124752,0.5403139994124752
060,5,178553,178553,888789,4.977732101952921,4.977732101952921,equal,3.3727317080192734,3.4675144589855336,4344964,4344964,801796,801796,0.5732044432111749,0.5732044432111749
061,1,73915,73915,77191,1.0443211797334777,1.0443211797334777,equal,0.41240120798465796,0.623523040994769,0,0,0,0,0.0,0.0
061,2,37327,37327,77191,2.0679668872397996,2.0679668872397996,equal,0.46699070901377127,0.655727500008652,198712,198712,0,0,0.09697395659530988,0.09697395659530988
061,3,25961,25961,77191,2.973344632333115,2.973344632333115,equal,0.5032387090031989,0.6295974170207046,345884,345884,0,0,0.16708216751672803,0.16708216751672803
061,4,19735,19735,77191,3.9113757284013175,3.9113757284013175,equal,0.5633496670052409,0.7097268749785144,395574,395574,0,0,0.1974690066477099,0.1974690066477099
061,5,17600,17600,77191,4.385852272727273,4.385852272727273,equal,0.6557466659869533,0.7807479159964714,422952,422952,0,0,0.18676652107861755,0.18676652107861755
